PRT_ID,AREA,LATITUDE,LONGITUDE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE,INT_SQFT,
P01783,Adyar,13.0011774,80.2564957,177,2,2,4,Family,Yes,House,NoSeWa,Paved,RH,2.9,5,3.2,3.47,321922,123088,9468300,1252,
P09881,Velachery,12.9754605,80.2207047,143,3,2,5,Partial,Yes,Commercial,AllPub,No Access,RL,2.9,2.4,3.5,2.86,583629,268154,15773770,1913,
P07640,Velachery,12.9754605,80.2207047,17,2,1,4,Normal Sale,Yes,Others,AllPub,Gravel,RH,3.5,4.5,2.1,3.53,379338,100413,11157010,1729,
P02679,T Nagar,13.0417591,80.2340761,49,1,1,4,AdjLand,Yes,Others,AllPub,Paved,RH,2.9,4.5,3,3.345,366245,183123,14086360,1717,
P06040,Karapakkam,12.9190519,80.2300343,49,1,1,3,Normal Sale,Yes,House,ELO,Paved,I,2.7,4.8,2.4,3.21,315347,67095,6709500,1091,
P03458,KK Nagar,13.0410013,80.1993919,111,2,1,4,Normal Sale,Yes,Commercial,AllPub,Paved,RM,4.6,2.5,2.4,3.09,574707,124261,15532620,1629,
P04485,KK Nagar,13.0410013,80.1993919,107,2,1,4,Normal Sale,Yes,Commercial,NoSewr ,Paved,RH,4.5,4.7,4,4.36,503359,133242,14804680,1724,
P01674,Chrompet,12.951611,80.1461663,29,1,1,3,AdjLand,No,House,AllPub,Gravel,RH,4.6,3,2.2,3.24,304354,27669,9222850,1198,
P03182,Karapakkam,12.9190519,80.2300343,109,1,1,3,AbNormal,No,Others,ELO,No Access,A,3.3,4.3,2.1,3.12,180122,107216,4288625,1329,
P02012,Anna Nagar,13.0849557,80.2101342,160,1,1,4,AbNormal,Yes,Commercial,AllPub,Gravel,RM,3.8,2.5,3.3,3.275,661033,351174,20657270,1634,
P05005,Karapakkam,12.9190519,80.2300343,27,1,1,3,Normal Sale,Yes,House,NoSewr ,Paved,RM,4.6,3.1,2,3.11,337636,157040,7852000,979,
P01542,Velachery,12.9754605,80.2207047,154,2,1,4,Family,No,Commercial,ELO,Paved,C,3,4,3.3,3.54,398407,261455,12450220,1749,
P02172,Karapakkam,12.9190519,80.2300343,79,2,2,4,Partial,No,Commercial,AllPub,Paved,RL,3.4,2,5,3.62,338535,157983,11284500,1446,
P06886,Chrompet,12.951611,80.1461663,85,1,1,3,Normal Sale,No,House,AllPub,Paved,RM,2.2,4.9,2.4,3.34,282835,45619,9123700,1034,
P09551,T Nagar,13.0417591,80.2340761,166,1,1,4,AbNormal,No,House,NoSewr ,Gravel,RH,3.1,3.3,3.5,3.33,324836,180465,12030980,1722,
P04119,Anna Nagar,13.0849557,80.2101342,121,2,1,5,Normal Sale,No,Others,NoSewr ,No Access,RH,4.9,3.4,4.4,4.325,414278,106910,13363810,1978,
P06793,Velachery,12.9754605,80.2207047,184,2,1,4,AbNormal,Yes,Commercial,NoSeWa,No Access,A,2.7,3.7,3,3.24,421730,177571,11098160,1529,
P08018,Chrompet,12.951611,80.1461663,72,1,1,3,AdjLand,Yes,Commercial,AllPub,Paved,RH,4.5,4.8,3.2,4.23,421643,65882,13176350,1074,
P08031,KK Nagar,13.0410013,80.1993919,192,4,2,6,Normal Sale,No,Commercial,NoSeWa,Gravel,RL,3.2,4.8,4.9,4.36,847638,313258,18426920,2341,
P03138,Chrompet,12.951611,80.1461663,10,2,1,4,Family,No,Commercial,AllPub,Paved,RH,4.4,4.5,4,4.32,349999,94231,13461500,1229,
P09395,Chrompet,12.951611,80.1461663,177,2,1,4,AbNormal,Yes,Others,NoSeWa,Gravel,RH,3,4.1,4.7,3.95,268551,64452,10742050,1215,
P07445,Anna Nagar,13.0849557,80.2101342,145,1,1,4,AbNormal,No,Others,NoSewr ,Gravel,RL,4.6,4,4.7,4.49,485530,202304,13486940,1648,
P01043,T Nagar,13.0417591,80.2340761,51,1,1,4,Family,No,Others,AllPub,Paved,RM,3.1,2.8,4.4,3.61,359336,221130,13820610,1795,
P05712,Velachery,12.9754605,80.2207047,49,3,2,5,Partial,No,Commercial,NoSewr ,No Access,RL,4.8,4.5,4.6,4.61,445114,311580,14837130,1889,
P01582,KK Nagar,13.0410013,80.1993919,171,2,1,4,AbNormal,Yes,House,NoSeWa,Paved,RM,2.5,2.3,3.6,2.88,339897,175099,10299920,1527,
P00253,Chrompet,12.951611,80.1461663,96,1,1,3,Normal Sale,No,Commercial,NoSeWa,No Access,RH,4,4.7,2.2,3.74,310964,30093,10031100,951,
P01122,T Nagar,13.0417591,80.2340761,62,2,1,5,Family,Yes,House,NoSeWa,Paved,RH,3.4,2.7,3.6,3.315,499629,216056,13503490,1993,
P07089,KK Nagar,13.0410013,80.1993919,2,4,2,6,Partial,Yes,Commercial,AllPub,Gravel,RM,2.1,3.6,4.7,3.59,818342,359272,19959560,2329,
P06512,Adyar,13.0011774,80.2564957,1,1,1,3,Family,Yes,Others,ELO,No Access,C,4.2,4.7,3.4,3.9,246928,61732,7716505,1094,
P00651,T Nagar,13.0417591,80.2340761,100,1,1,4,Family,Yes,House,NoSewr ,No Access,RM,2.4,4.9,2.1,2.89,477032,116035,12892760,1796,
P00530,Chrompet,12.951611,80.1461663,45,1,1,3,Partial,No,House,AllPub,Paved,RL,2.1,5,3.5,3.68,234377,70313,7812550,946,
P01671,Velachery,12.9754605,80.2207047,26,2,1,4,Normal Sale,No,Others,AllPub,Gravel,RH,2.9,3.9,2.2,3.14,316343,143792,9586150,1697,
P04229,Anna Nagar,13.0849557,80.2101342,186,2,1,5,Partial,No,Others,NoSeWa,Paved,RH,3.7,2.7,4.9,3.93,378073,73175,12195890,1813,
P07634,KK Nagar,13.0410013,80.1993919,55,2,1,4,Normal Sale,Yes,House,NoSewr ,Gravel,RM,4.2,4.1,3.3,3.81,428273,208349,11574940,1656,
P08190,Anna Nagar,13.0849557,80.2101342,37,1,1,4,AbNormal,Yes,Commercial,AllPub,Paved,RM,2.8,3,3.7,3.21,741809,275529,21194540,1738,
P09074,Chrompet,12.951611,80.1461663,42,1,1,3,Partial,Yes,House,AllPub,No Access,RM,2,2.3,2.2,2.18,244550,166294,9782000,1155,
P08244,Chrompet,12.951611,80.1461663,9,1,1,2,Partial,No,Others,NoSewr ,No Access,RL,3.8,4.1,5,4.28,185735,46434,6633410,768,
P02030,Velachery,12.9754605,80.2207047,125,3,2,5,Family,Yes,Others,NoSeWa,No Access,C,3.8,3.4,2,3.08,325427,154149,8563860,1818,
P08793,Adyar,13.0011774,80.2564957,190,1,1,3,AbNormal,No,Others,ELO,Gravel,RH,3.9,2.6,4.7,4.04,395284,19764,9882100,1199,
P00856,Anna Nagar,13.0849557,80.2101342,157,1,1,4,Partial,No,Commercial,ELO,No Access,RM,2,2.2,2.5,2.25,652034,211470,17622540,1658,
P02565,KK Nagar,13.0410013,80.1993919,18,3,2,5,Normal Sale,Yes,House,AllPub,Gravel,RM,3.4,4.8,3.8,3.98,641170,115411,12823400,2034,
P08835,Anna Nagar,13.0849557,80.2101342,49,2,1,5,Partial,Yes,House,ELO,No Access,RL,3,3.3,3.4,3.235,462916,175157,12511230,1899,
P07622,KK Nagar,13.0410013,80.1993919,93,2,1,4,AdjLand,Yes,Commercial,NoSewr ,Gravel,RM,3.4,3.7,3.4,3.49,518332,210572,16197860,1621,
P05698,Velachery,12.9754605,80.2207047,107,2,1,4,Family,Yes,Others,NoSeWa,Paved,C,2.4,3.2,5,3.54,344530,65181,9311620,1660,
P05425,Karapakkam,12.9190519,80.2300343,130,1,1,3,AbNormal,Yes,Commercial,AllPub,Gravel,A,4.4,3,2.4,3.18,266987,186082,8090500,1037,
P00221,Chrompet,12.951611,80.1461663,171,1,1,3,Family,No,Others,NoSeWa,No Access,RL,2.8,4,4.3,3.73,189725,75890,7589010,868,
P04697,Karapakkam,12.9190519,80.2300343,174,1,1,2,Partial,Yes,House,AllPub,Paved,RM,3.5,4.3,3.2,3.62,276968,113628,7101750,783,
P08947,Velachery,12.9754605,80.2207047,87,2,1,4,AdjLand,No,Commercial,NoSeWa,Gravel,RM,3.1,3.4,3.1,3.24,613616,107383,15340410,1642,
P07330,Anna Nagar,13.0849557,80.2101342,158,1,1,4,Normal Sale,Yes,House,NoSeWa,No Access,RH,4,4.5,2.1,3.365,287048,88322,11040310,1618,
P09687,Velachery,12.9754605,80.2207047,186,2,1,4,AbNormal,No,House,NoSewr ,Gravel,RL,3.5,3.4,2,3.01,325060,74299,9287430,1645,
P02048,Karapakkam,12.9190519,80.2300343,103,1,1,3,Family,No,Others,NoSewr ,No Access,C,2.6,4.7,4.3,3.91,219311,56103,5100250,1150,
P01813,KK Nagar,13.0410013,80.1993919,18,3,2,5,AbNormal,Yes,Others,AllPub,Gravel,RM,3.9,4.9,4.5,4.44,478999,197235,14088220,2186,
P09904,Velachery,12.9754605,80.2207047,162,3,2,5,Family,No,Commercial,NoSeWa,Gravel,RL,2,4.9,2.2,3.37,467076,249107,15569210,1911,
P09531,Chrompet,12.951611,80.1461663,19,1,1,3,Partial,Yes,House,NoSeWa,No Access,RH,2.6,4,4.8,3.82,233915,120730,7545650,1058,
P00133,T Nagar,13.0417591,80.2340761,80,1,1,4,Family,Yes,House,AllPub,No Access,RL,4.1,2.8,3.2,3.37,387948,109110,12123360,1720,
P07049,KK Nagar,13.0410013,80.1993919,96,2,1,4,Partial,Yes,House,NoSeWa,Paved,RM,2.6,2.9,2.1,2.49,339917,95602,10622400,1719,
P01384,Chrompet,12.951611,80.1461663,102,1,1,3,Partial,Yes,Commercial,AllPub,Paved,RH,4.2,5,3,4.16,333890,93489,13355600,1191,
P09418,Anna Nagar,13.0849557,80.2101342,183,2,1,5,Family,No,Others,NoSewr ,No Access,RL,4.6,3.9,3.3,3.905,474897,171491,13191580,1903,
P08612,Chrompet,12.951611,80.1461663,28,1,1,3,AbNormal,Yes,House,AllPub,No Access,RL,4,4.8,2.9,3.99,218593,69950,8743700,1039,
P03959,Adyar,13.0011774,80.2564957,21,1,1,3,AbNormal,No,House,ELO,Gravel,A,2.6,4.5,2.2,2.78,229692,17227,5742295,816,
P04826,T Nagar,13.0417591,80.2340761,113,2,1,5,Normal Sale,Yes,Commercial,NoSewr ,Paved,RM,3.4,4.6,2.2,3.16,770779,374378,22022260,1848,
P02920,Adyar,13.0011774,80.2564957,195,1,1,3,Family,No,Commercial,ELO,No Access,RH,3.4,3.4,2.5,2.95,382227,21235,10617420,931,
P07850,KK Nagar,13.0410013,80.1993919,157,3,2,5,Normal Sale,Yes,House,AllPub,Paved,RH,3,4.2,2.2,3.04,425412,229068,10908000,2062,
P03846,Velachery,12.9754605,80.2207047,14,3,2,5,Family,Yes,Commercial,NoSewr ,No Access,A,2.6,3.2,4.6,3.47,436488,231884,13640240,1894,
P06067,Karapakkam,12.9190519,80.2300343,144,2,2,4,Family,No,Others,NoSewr ,Gravel,I,2.8,3.6,2.1,2.76,268643,69080,7675500,1474,
P04141,Karapakkam,12.9190519,80.2300343,186,1,1,3,Partial,No,House,NoSeWa,No Access,RL,2.3,3.7,3,3,290050,52209,5801000,968,
P08318,T Nagar,13.0417591,80.2340761,73,2,1,5,Normal Sale,No,House,NoSeWa,Paved,RM,2.8,4.7,3.3,3.5,450795,212139,13258680,1827,
P00653,Chrompet,12.951611,80.1461663,48,1,1,2,Normal Sale,No,House,NoSewr ,Paved,RM,3.2,4.3,3,3.58,237970,122823,7676450,709,
P01024,Anna Nagar,13.0849557,80.2101342,73,2,1,5,AbNormal,Yes,Others,NoSewr ,Paved,RH,2.7,4,3.5,3.345,379689,262862,14603420,1983,
P08251,KK Nagar,13.0410013,80.1993919,67,2,1,4,Partial,No,Commercial,AllPub,Paved,RH,4,2.6,2,2.78,456367,96077,12009660,1464,
P06049,Adyar,13.0011774,80.2564957,108,2,2,4,AdjLand,No,Others,AllPub,Paved,A,3.3,3.3,4.4,3.85,264914,85456,8545605,1290,
P03065,Karapakkam,12.9190519,80.2300343,129,1,1,2,Family,Yes,Commercial,ELO,Gravel,RL,3.7,5,2.4,3.57,336196,156370,7818500,558,
P02344,KK Nagar,13.0410013,80.1993919,175,3,2,5,AdjLand,No,Others,AllPub,Paved,RM,2.5,3.1,4.3,3.4,441596,155155,11935020,1863,
P08604,Adyar,13.0011774,80.2564957,39,1,1,3,AbNormal,Yes,Commercial,AllPub,No Access,C,4.3,3.8,2.2,3.15,502763,50276,12569065,1199,
P08617,T Nagar,13.0417591,80.2340761,35,1,1,4,Normal Sale,Yes,Commercial,AllPub,Gravel,RH,2.1,2.8,3.1,2.725,649092,305455,19090950,1631,
P09791,Velachery,12.9754605,80.2207047,169,2,1,4,Family,Yes,Others,NoSewr ,No Access,A,4.9,3.6,4.5,4.2,309605,69661,7740130,1576,
P01017,Chrompet,12.951611,80.1461663,82,1,1,3,AbNormal,Yes,Others,ELO,Gravel,RM,3.4,2.9,2,2.78,321168,177196,11074760,1148,
P05549,Anna Nagar,13.0849557,80.2101342,62,1,1,4,Normal Sale,Yes,Commercial,ELO,Paved,RL,3.6,3.1,2.5,3.035,708009,229062,20823790,1792,
P00518,T Nagar,13.0417591,80.2340761,154,2,1,5,Family,No,House,NoSewr ,Gravel,RL,2.7,3.9,3.7,3.45,348123,116041,12893440,1808,
P01028,T Nagar,13.0417591,80.2340761,131,2,1,5,AbNormal,No,House,AllPub,Gravel,RL,3.6,3.9,2.8,3.315,529436,190054,13575290,1877,
P06020,Velachery,12.9754605,80.2207047,108,2,1,4,AdjLand,Yes,Others,NoSeWa,Paved,RM,2.2,4.8,3.2,3.67,476702,188172,12544800,1760,
P02293,Chrompet,12.951611,80.1461663,163,1,1,3,Partial,No,Commercial,NoSewr ,Paved,RH,2.5,3.4,2.1,2.74,292841,135962,10458600,966,
P02062,Karapakkam,12.9190519,80.2300343,85,1,1,3,AdjLand,Yes,Others,NoSeWa,Gravel,RH,2.5,2,3.3,2.67,324980,154753,7737625,979,
P07508,Chrompet,12.951611,80.1461663,166,1,1,3,Family,No,House,AllPub,Paved,RL,4,4.6,2.8,3.88,232087,146129,8595800,1044,
P06092,Adyar,13.0011774,80.2564957,69,1,1,3,Family,No,Commercial,AllPub,Paved,RL,4.6,3.5,4.1,4.13,495815,28332,14166140,1180,
P00706,Chrompet,12.951611,80.1461663,79,1,1,3,Partial,Yes,Others,NoSewr ,Gravel,RL,3.6,4.3,5,4.3,326709,132725,10209650,1095,
P08990,Chrompet,12.951611,80.1461663,149,2,1,4,AdjLand,No,Others,AllPub,No Access,RM,4.1,2,4.1,3.26,292010,73003,10428940,1202,
P07075,Adyar,13.0011774,80.2564957,77,1,1,2,Normal Sale,Yes,Commercial,ELO,Gravel,I,3.1,3.3,3.4,3.29,379506,129831,9987005,691,
P04428,Karapakkam,12.9190519,80.2300343,35,1,1,3,AbNormal,No,Commercial,ELO,No Access,RM,3.8,2.5,4.7,3.77,453822,137202,10554000,1313,
P08710,Adyar,13.0011774,80.2564957,168,1,1,2,AdjLand,No,Commercial,ELO,Paved,RH,3.1,3.6,4.4,3.85,262173,131087,8739100,625,
P07846,KK Nagar,13.0410013,80.1993919,186,3,2,5,Partial,No,Commercial,NoSeWa,Gravel,RL,3.7,2.6,3.2,3.17,572732,247668,15479240,1933,
P06073,Karapakkam,12.9190519,80.2300343,198,1,1,2,Family,Yes,House,AllPub,No Access,RM,4.4,3.1,2.6,3.29,321738,64348,6434750,681,
P02933,Karapakkam,12.9190519,80.2300343,35,1,1,2,AbNormal,No,Others,AllPub,No Access,RH,2.4,4.3,3,3.21,141203,98842,4706750,636,
P00317,Anna Nagar,13.0849557,80.2101342,100,1,1,4,AdjLand,Yes,House,ELO,Gravel,RM,3.5,3.7,4.5,3.95,504678,230710,14419380,1718,
P04516,Karapakkam,12.9190519,80.2300343,134,1,1,3,Normal Sale,Yes,House,NoSewr ,No Access,RL,4.7,2.4,3.3,3.45,262153,144874,6898750,1086,
P00429,Chrompet,12.951611,80.1461663,65,1,1,3,Partial,No,Commercial,NoSewr ,No Access,RL,3.3,3.3,3.2,3.27,322608,110897,10081500,845,
P07379,Anna Nagar,13.0849557,80.2101342,158,1,1,4,Family,Yes,Others,NoSewr ,No Access,RM,4.8,3.7,3.7,4.085,421391,210696,14046370,1774,
P05524,Anna Nagar,13.0849557,80.2101342,129,1,1,4,Partial,No,House,AllPub,Gravel,RL,3.8,4.1,4.9,4.315,472693,218166,12120330,1730,
P08600,Chrompet,12.951611,80.1461663,18,1,1,3,AdjLand,No,House,NoSewr ,Paved,RL,4.6,4.5,2.8,4.02,294936,116187,8937450,1180,
P09595,Velachery,12.9754605,80.2207047,177,2,1,4,Normal Sale,No,Commercial,ELO,Paved,RL,3.4,3.1,3.5,3.3,550357,110071,13758930,1607,
P02778,Adyar,13.0011774,80.2564957,193,1,1,3,Partial,No,Commercial,NoSeWa,No Access,RL,4.9,2.3,2.2,3.03,488617,66029,13205875,1182,
P07335,T Nagar,13.0417591,80.2340761,100,1,1,4,Family,No,Commercial,NoSeWa,Gravel,RH,2.1,5,3,3.23,426539,255923,17061540,1539,
P02432,Karapakkam,12.9190519,80.2300343,5,2,2,4,Partial,No,Others,AllPub,No Access,A,2.2,4.6,2.9,3.2,247489,129369,5624750,1636,
P02194,Karapakkam,12.9190519,80.2300343,178,1,1,3,Family,No,Others,NoSeWa,Paved,RH,4.1,2.7,4.3,3.76,305664,159200,6368000,1088,
P04907,Karapakkam,12.9190519,80.2300343,78,1,1,3,Partial,Yes,House,AllPub,Gravel,RH,2,2.6,2.1,2.22,376917,144351,8019500,1229,
P09446,Adyar,13.0011774,80.2564957,125,1,1,3,AbNormal,No,Others,NoSewr ,Gravel,A,3.4,4.8,4.9,4.43,264736,19855,6618400,848,
P08958,Chrompet,12.951611,80.1461663,148,2,1,4,Family,Yes,Commercial,AllPub,Gravel,RH,3.9,4.1,4.3,4.1,476120,148788,14878750,1209,
P08052,KK Nagar,13.0410013,80.1993919,85,3,2,5,Normal Sale,No,House,NoSeWa,Paved,RH,2.1,5,2.2,3.01,346506,105877,9625180,2041,
P05769,Adyar,13.0011774,80.2564957,22,1,1,2,AbNormal,No,Others,NoSewr ,Gravel,A,4.1,3.2,4.5,4.12,177488,16639,5546495,618,
P04690,Anna Nagar,13.0849557,80.2101342,124,1,1,4,Family,No,House,NoSeWa,Gravel,RL,2.5,3,3.7,3.105,359917,59986,11997230,1750,
P09037,Anna Nagar,13.0849557,80.2101342,131,2,1,5,Partial,No,Others,ELO,No Access,RM,4.2,4.6,4.6,4.46,411532,92927,13275240,1816,
P05399,Karapakkam,12.9190519,80.2300343,153,1,1,2,Family,No,Others,NoSeWa,No Access,I,4.7,4.3,2.1,3.54,184742,39588,4398625,793,
P09617,Velachery,12.9754605,80.2207047,109,2,1,4,Family,No,Commercial,AllPub,Gravel,C,2.6,2.9,5,3.46,398902,172857,13296730,1737,
P06062,Adyar,13.0011774,80.2564957,155,1,1,2,AdjLand,No,House,AllPub,No Access,A,3.8,2.9,2.9,3.17,179191,13439,4479770,658,
P06530,Adyar,13.0011774,80.2564957,189,2,2,4,AdjLand,No,Others,ELO,Paved,RM,2.7,3.3,2,2.47,356975,167332,11155480,1219,
P03914,Karapakkam,12.9190519,80.2300343,181,1,1,3,Normal Sale,No,Commercial,AllPub,Gravel,RH,2.4,3.5,2.2,2.65,380351,236434,10279750,1272,
P05734,Chrompet,12.951611,80.1461663,72,1,1,3,Family,Yes,House,ELO,Gravel,RL,3,3.8,2.6,3.2,260537,35936,8984050,919,
P00955,Anna Nagar,13.0849557,80.2101342,46,1,1,4,Family,No,Others,AllPub,No Access,RL,2.2,2.7,3.5,2.845,424680,84936,12133700,1741,
P01393,Anna Nagar,13.0849557,80.2101342,160,2,1,5,AdjLand,No,Others,ELO,Paved,RM,3.5,3.5,5,4.1,440372,242964,15185240,1984,
P07409,KK Nagar,13.0410013,80.1993919,104,3,2,5,Family,Yes,Commercial,AllPub,Paved,RM,2.4,3.5,4.1,3.41,821501,186705,18670480,2202,
P01600,Adyar,13.0011774,80.2564957,52,1,1,2,AdjLand,Yes,Others,NoSewr ,Gravel,C,2.9,4.7,2.8,3.21,273256,29541,7385285,630,
P07706,KK Nagar,13.0410013,80.1993919,89,2,1,4,AbNormal,No,Commercial,AllPub,Paved,RM,4.6,4,5,4.58,406489,301589,13112560,1344,
P04648,Karapakkam,12.9190519,80.2300343,25,1,1,3,Partial,No,Commercial,AllPub,No Access,C,3,5,2.2,3.28,287054,105449,5858250,915,
P07314,Velachery,12.9754605,80.2207047,142,3,2,5,Family,No,House,NoSeWa,No Access,C,3.4,2.9,2.3,2.85,253856,96054,6860970,1884,
P07211,T Nagar,13.0417591,80.2340761,46,2,1,5,Family,No,House,ELO,Paved,RL,4.3,2.8,5,4.24,456406,190169,12677940,1989,
P05310,Adyar,13.0011774,80.2564957,87,1,1,2,Partial,Yes,House,NoSeWa,Gravel,RH,2.7,3,2.8,2.81,264504,54457,7779515,730,
P00175,Chrompet,12.951611,80.1461663,172,1,1,3,Partial,Yes,House,ELO,Paved,RL,4.4,2,2.2,2.78,270368,87216,8721550,1081,
P08059,Chrompet,12.951611,80.1461663,73,1,1,3,Normal Sale,Yes,Commercial,ELO,Paved,RH,3,4.8,2.4,3.54,427058,151537,13776050,1198,
P00842,Chrompet,12.951611,80.1461663,40,1,1,3,AbNormal,No,House,AllPub,No Access,RM,3.3,4.3,4.3,4,211506,89483,8134850,927,
P08976,Velachery,12.9754605,80.2207047,115,2,1,4,Partial,No,House,NoSewr ,Gravel,RL,2.4,2.4,4,2.88,315564,176344,9281280,1611,
P08444,Adyar,13.0011774,80.2564957,22,1,1,2,AdjLand,Yes,Commercial,AllPub,Paved,RL,2.4,3.1,3.2,2.94,398972,68395,11399205,655,
P08689,Velachery,12.9754605,80.2207047,111,2,1,4,AdjLand,Yes,Commercial,NoSewr ,Gravel,I,4.8,3.4,3.2,3.69,491907,163969,14906280,1634,
P03566,KK Nagar,13.0410013,80.1993919,28,2,1,4,Partial,No,Commercial,NoSewr ,Paved,RM,4.1,4.2,4.8,4.41,439403,175761,14646760,1762,
P06498,KK Nagar,13.0410013,80.1993919,7,3,2,5,Normal Sale,No,House,AllPub,Paved,RH,2.8,2.3,3.2,2.81,400777,180350,10019420,2049,
P02613,Velachery,12.9754605,80.2207047,148,2,1,4,AbNormal,No,Commercial,AllPub,Gravel,RH,4.2,2.7,3.8,3.41,450959,145471,14547070,1711,
P04882,KK Nagar,13.0410013,80.1993919,53,3,2,5,Partial,Yes,Commercial,NoSeWa,Paved,RM,3.6,4.9,3.3,3.87,732764,286734,15929660,1807,
P05536,Karapakkam,12.9190519,80.2300343,106,1,1,2,AbNormal,Yes,Commercial,NoSeWa,No Access,RL,2.9,3.2,4,3.43,228552,164272,7142250,591,
P07905,T Nagar,13.0417591,80.2340761,98,2,1,5,Partial,Yes,Commercial,AllPub,No Access,RL,2.4,3.4,4,3.37,616673,287781,20555760,1827,
P04618,Adyar,13.0011774,80.2564957,197,1,1,2,AdjLand,Yes,Commercial,ELO,No Access,RH,2.3,4.5,2.8,2.99,412806,74093,10584775,789,
P05173,Adyar,13.0011774,80.2564957,20,2,2,4,Normal Sale,No,Commercial,ELO,Gravel,RM,4.5,3.3,4.6,4.31,553550,205604,15815700,1299,
P09415,Adyar,13.0011774,80.2564957,197,1,1,2,Family,No,Others,ELO,Gravel,RH,2.9,3.2,2.8,2.91,266914,37071,7414265,786,
P04879,Velachery,12.9754605,80.2207047,89,2,1,4,AbNormal,Yes,House,ELO,Paved,A,4.1,3.9,2.9,3.65,291169,84286,7662340,1726,
P07512,T Nagar,13.0417591,80.2340761,82,1,1,4,AbNormal,Yes,Others,NoSeWa,Paved,RL,3.6,2.4,2.2,2.67,370287,170902,14241820,1790,
P07140,Adyar,13.0011774,80.2564957,182,1,1,2,AbNormal,No,House,ELO,No Access,I,3,3.4,4.6,3.88,158899,5126,5125790,691,
P05018,KK Nagar,13.0410013,80.1993919,75,2,1,4,Family,Yes,Others,NoSewr ,Paved,RL,4.3,2.1,3.7,3.4,383204,231939,10084320,1405,
P01435,Adyar,13.0011774,80.2564957,164,1,1,3,Normal Sale,Yes,Commercial,NoSeWa,Paved,RH,3.8,4.6,4.6,4.36,449339,26432,13215865,1009,
P00216,Anna Nagar,13.0849557,80.2101342,114,1,1,4,Family,Yes,Commercial,AllPub,Gravel,RM,4.7,4.7,5,4.82,743729,293577,19571820,1525,
P06047,Velachery,12.9754605,80.2207047,186,3,2,5,Partial,Yes,House,NoSeWa,Gravel,RL,4.7,2,4.7,3.49,427751,236389,11256610,1847,
P00961,Chrompet,12.951611,80.1461663,47,2,1,4,AbNormal,Yes,Commercial,NoSeWa,Paved,RM,4.5,4.5,3.4,4.17,482259,186681,15556750,1250,
P04751,Karapakkam,12.9190519,80.2300343,179,1,1,2,Normal Sale,Yes,Others,NoSewr ,No Access,I,4.1,3.9,3,3.6,236150,147594,5903750,804,
P05748,KK Nagar,13.0410013,80.1993919,133,3,2,5,AbNormal,Yes,Others,NoSewr ,Paved,RL,2.4,4,2.1,2.76,446980,248322,12416100,2117,
P03003,KK Nagar,13.0410013,80.1993919,145,3,2,5,Normal Sale,Yes,Others,NoSeWa,Gravel,RL,2,4.8,4.4,3.8,451958,125544,12554380,2018,
P07946,Chrompet,12.951611,80.1461663,74,1,1,3,Normal Sale,No,Others,ELO,Paved,RH,2.8,3.7,3.4,3.34,234578,98372,7567040,942,
P02721,Adyar,13.0011774,80.2564957,196,1,1,2,Partial,Yes,Others,NoSeWa,No Access,RM,4.7,4.5,2,3.31,281067,51103,8517175,777,
P09406,T Nagar,13.0417591,80.2340761,194,1,1,4,AdjLand,Yes,House,NoSewr ,Gravel,RH,3.9,4.1,3.6,3.815,369855,92464,13209090,1695,
P03561,Adyar,13.0011774,80.2564957,175,1,1,3,AbNormal,No,Commercial,NoSeWa,Gravel,C,2.8,4.2,2.8,3.08,411699,73895,10556375,902,
P06740,Velachery,12.9754605,80.2207047,89,3,2,5,AbNormal,No,Others,ELO,Paved,A,5,2.6,4.1,3.65,297667,170096,8504780,1904,
P01371,Anna Nagar,13.0849557,80.2101342,19,1,1,4,Family,No,Others,NoSeWa,No Access,RH,2.8,3.7,4.7,3.785,276617,92206,10245090,1536,
P02433,Karapakkam,12.9190519,80.2300343,39,1,1,2,AdjLand,Yes,Others,NoSeWa,Gravel,RL,3.3,2.1,4.8,3.54,357217,166148,8307375,827,
P09694,Velachery,12.9754605,80.2207047,158,2,1,4,AbNormal,No,House,NoSewr ,Gravel,A,3.5,2.2,3.9,3.04,215323,71774,6524930,1553,
P03998,Chrompet,12.951611,80.1461663,46,1,1,2,AdjLand,Yes,House,NoSeWa,No Access,RH,3.6,3.4,3.3,3.43,179296,107578,7171850,768,
P06616,Chrompet,12.951611,80.1461663,26,2,1,4,Family,No,Commercial,AllPub,Paved,RM,2.8,2,3.5,2.69,396538,58746,14686600,1245,
P09896,Velachery,12.9754605,80.2207047,55,2,1,4,AbNormal,Yes,Others,ELO,Paved,A,3.2,4.5,2.2,3.49,320258,143273,8427850,1662,
P05893,KK Nagar,13.0410013,80.1993919,94,3,2,5,AbNormal,No,House,AllPub,Gravel,RL,4.5,2.3,2.6,3.08,469780,192183,10676820,1958,
P04819,KK Nagar,13.0410013,80.1993919,124,4,2,6,AbNormal,Yes,Commercial,NoSewr ,Gravel,RL,2.2,4,4.6,3.7,843562,479297,19171860,2281,
P05753,Velachery,12.9754605,80.2207047,73,3,2,5,AbNormal,Yes,House,NoSeWa,No Access,C,4.5,3.3,5,4.11,338673,127002,8466820,1908,
